x1	x2	x3	x4	y
0.496912464	0.88905288	0.644294554	0.888070759	1.707804685
0.490061881	0.891656495	0.89963377	0.714419686	1.756744627
0.404191115	0.342311776	0.239029144	0.337761874	0.582954822
0.764619886	0.052208962	0.684143175	0.432054388	1.052416363
0.410052592	0.609664727	0.568847355	0.052434706	0.567384001
0.268885492	0.438575597	0.45674823	0.92209553	1.194713565
0.317053525	0.829996651	0.379835754	0.203619913	0.619405254
0.920092201	0.86269013	0.459985715	0.333390093	1.576784886
0.506643383	0.141536958	0.737712065	0.165935712	0.527036751
0.08829704	0.300451621	0.043251005	0.462480716	0.483271918
0.051159404	0.539352474	0.264420068	0.842325681	0.987558583
0.920093741	0.938661515	0.707661038	0.785588455	2.296415129
0.300039731	0.798730507	0.709428877	0.441595163	1.098261489
0.12050069	0.010178143	0.901344553	0.719746175	0.743440605
0.509143322	0.287606843	0.594753559	0.890461137	1.320743253
0.466625806	0.45109018	0.213514447	0.377914512	0.691968425
0.571446044	0.264479928	0.641440476	0.688042643	1.184241355
0.294823376	0.857596673	0.716049897	0.306523703	1.007526535
0.489818885	0.302199103	0.245671171	0.608446065	0.922610213
0.451477742	0.647048174	0.703736271	0.683637398	1.342820819
0.363304005	0.260789624	0.804786371	0.321612771	0.663482505
0.746850366	0.149914846	0.856097383	0.607206663	1.29333384
0.031978967	0.006900089	0.591970116	0.958553572	0.963660873
0.258287438	0.11504189	0.716481854	0.52326261	0.672400437
0.563120039	0.487522724	0.642228955	0.722905973	1.353111361
0.305229871	0.979344546	0.681096912	0.681915483	1.442109303
0.224301141	0.038811396	0.685703153	0.35328825	0.430212348
0.482612537	0.861300914	0.676379286	0.050579358	0.866060316
0.88459654	0.962986462	0.895738987	0.418262383	2.063357939
0.232878978	0.941750851	0.849754909	0.284199707	1.138689734
0.838690549	0.452477903	0.614694637	0.794553252	1.776090829
0.712063995	0.910739205	0.317389187	0.494367247	1.290461156
0.768567063	0.888610903	0.833800957	0.794160951	2.125780903
0.245732095	0.169160795	0.318112276	0.591552699	0.705749086
0.877818662	0.433918227	0.972715777	0.038721017	1.231365725
0.716506091	0.654492287	0.511065287	0.030057766	0.877927032
0.51090486	0.555876383	0.546918345	0.052232272	0.61727504
0.596910748	0.339829577	0.739011009	0.509179608	1.116619847
0.787035194	0.625967148	0.269849096	0.767860725	1.556201789
0.980671479	0.66419668	0.628087085	0.342749923	1.72163983
0.295398968	0.346670371	0.777515823	0.671929026	1.028731275
0.655088421	0.387414301	0.018330175	0.275830686	0.712072897
0.689724992	0.325243034	0.895418696	0.386392698	1.153341957
0.990939514	0.816599281	0.448001621	0.383311967	1.731110889
0.552992839	0.142944464	0.30852118	0.562601523	0.912503998
0.713756319	0.85424441	0.252291022	0.055337836	0.780304115
0.09910683	0.623430895	0.763758258	0.598483544	1.084456202
0.623762993	0.427646016	0.800443578	0.590912128	1.322298907
0.446172024	0.59031957	0.460519892	0.911145843	1.382069223
0.642551257	0.005581114	0.050138363	0.641537843	1.054689789
0.226666504	0.003751122	0.654152397	0.288544499	0.342376008
0.311070765	0.925087418	0.681419932	0.274875683	1.00201371
0.413783747	0.076031278	0.785197573	0.687764576	0.91868114
0.103361397	0.818909461	0.005669459	0.900190788	0.91551714
0.72956336	0.06857257	0.300480737	0.531095243	1.083962676
0.082353101	0.503107133	0.218794334	0.067879893	0.184738917
0.696514927	0.089317491	0.741016716	0.390551338	0.941870136
0.245684691	0.068296878	0.073164948	0.05210211	0.117460015
0.71436072	0.110587653	0.233713927	0.538076738	1.074233852
0.245101932	0.227406743	0.335788725	0.257023544	0.393459121
0.02140706	0.462437457	0.345238462	0.746150049	0.906259508
0.673133841	0.568783668	0.166379146	0.86227561	1.41001852
0.63554037	0.333753382	0.405593473	0.22578853	0.765068284
0.538025791	0.067332219	0.706813042	0.584588078	0.92165112
0.554867221	0.416738663	0.951912317	0.256282179	0.960858479
0.257521088	0.435243098	0.83561427	0.777029969	1.207042424
0.567788407	0.09118045	0.889689783	0.327809967	0.731315957
0.176552565	0.351437463	0.195378136	0.21756703	0.317401034
0.011893633	0.992434935	0.341332095	0.561337049	0.900228403
0.750594944	0.719428513	0.849323237	0.951209229	2.125629352
0.532859781	0.460661344	0.545583747	0.786717559	1.321986447
0.046682771	0.735185636	0.387365736	0.806256842	1.093221848
0.574747282	0.832038952	0.599476484	0.640217538	1.469339763
0.971732581	0.44834172	0.546694155	0.761817033	1.95118704
0.232607979	0.853306316	0.707225312	0.743101595	1.400687892
0.977059263	0.86651947	0.61482578	0.465954046	1.953357357
0.238639489	0.877732915	0.450300654	0.957484245	1.409676757
0.918360389	0.068818823	0.248944739	0.912243949	1.772761837
0.045822442	0.928830138	0.230764206	0.293094707	0.509535152
0.071942184	0.079275027	0.456868344	0.858023373	0.899417301
0.056215639	0.122128888	0.59675121	0.395746507	0.471787267
0.248855737	0.646834079	0.464940887	0.778946297	1.141615085
0.82775937	0.648621101	0.547775244	0.317818578	1.358302735
0.360474215	0.406921451	0.996154481	0.31771603	0.853014316
0.017685716	0.085568333	0.975636062	0.747203842	0.831000179
0.973117806	0.699768424	0.653637902	0.644447506	2.048800934
0.740846601	0.900205872	0.800592275	0.303521124	1.573072677
0.368284243	0.757298506	0.707868581	0.783231007	1.454932109
0.794020635	0.032858731	0.406013946	0.08261067	0.726420542
0.165100592	0.124890974	0.612706443	0.814830776	0.918610486
0.665424837	0.17583468	0.769510353	0.807686083	1.385782904
0.328748026	0.430075139	0.252482044	0.622390252	0.839051766
0.483339818	0.270117707	0.401421598	0.434587542	0.776636003
0.91339795	0.060441935	0.084608374	0.07108765	0.91049736
0.874687436	0.100981619	0.988883543	0.263217308	1.12815448
0.326850605	0.431226844	0.791288201	0.386924523	0.834980554
0.417655626	0.668174776	0.285619008	0.548392419	0.913672057
0.245167596	0.06086068	0.557214177	0.416110279	0.510129863
0.822281656	0.512796028	0.601671225	0.306043115	1.29072485
0.618655967	0.745379041	0.575931549	0.620975809	1.432998321
0.53206374	0.106841605	0.475554966	0.43945116	0.773352039
0.034227	0.8134763	0.197508232	0.978234735	1.140074488
0.261522727	0.108989132	0.726322856	0.631562725	0.779118159
0.340269956	0.9498418	0.182690155	0.002045256	0.291355644
0.670433652	0.564131162	0.632454859	0.342264202	1.148532979
0.512112757	0.024764481	0.842176055	0.125342664	0.408458193
0.410406945	0.636978846	0.243952757	0.940066018	1.263892624
0.971384972	0.482504667	0.36888347	0.22642858	1.34800534
0.795399551	0.729002972	0.759416727	0.910958686	2.097236184
0.344956033	0.710853449	0.092165986	0.113226442	0.297737616
0.847272978	0.578543712	0.598693541	0.643859886	1.708101769
0.8972634	0.682742852	0.440477619	0.540983381	1.646797937
0.128722113	0.012665105	0.279616754	0.739202633	0.759313391
0.394022436	0.224676298	0.906027874	0.950816459	1.309633127
0.531111028	0.20129783	0.240310453	0.729241028	1.059693924
0.31357005	0.909021795	0.048817665	0.713579683	0.856282181
